0.00.018.555 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.018.758 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.018.823 I srv          init: The UI is disabled
0.00.018.824 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.018.878 W srv  llama_server: -----------------
0.00.018.880 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.018.880 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.018.880 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.018.880 W srv  llama_server: -----------------
0.00.020.099 I srv    load_model: loading model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.510.247 I cmn          init: llama threadpool init, n_threads = 16
0.03.707.674 I common_speculative_init_result: creating MTP draft context against the target model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.728.938 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.03.880.482 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.03.913.242 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.03.913.280 I srv  llama_server: model loaded
0.03.913.287 I srv  llama_server: listening on http://127.0.0.1:8997
0.04.066.834 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.04.066.899 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.10.494.857 I slot print_timing: id  0 | task 0 | n_gen =    101, tg =  17.07 t/s, tg_3s =  17.24 t/s
0.13.590.648 I slot print_timing: id  0 | task 0 | n_gen =    149, tg =  16.53 t/s, tg_3s =  15.50 t/s
0.16.692.304 I slot print_timing: id  0 | task 0 | n_gen =    191, tg =  15.76 t/s, tg_3s =  13.54 t/s
0.19.795.553 I slot print_timing: id  0 | task 0 | n_gen =    234, tg =  15.37 t/s, tg_3s =  13.86 t/s
0.22.896.301 I slot print_timing: id  0 | task 0 | n_gen =    280, tg =  15.28 t/s, tg_3s =  14.84 t/s
0.26.004.111 I slot print_timing: id  0 | task 0 | n_gen =    339, tg =  15.82 t/s, tg_3s =  18.98 t/s
0.29.107.005 I slot print_timing: id  0 | task 0 | n_gen =    388, tg =  15.82 t/s, tg_3s =  15.79 t/s
0.32.206.166 I slot print_timing: id  0 | task 0 | n_gen =    425, tg =  15.38 t/s, tg_3s =  11.94 t/s
0.35.319.358 I slot print_timing: id  0 | task 0 | n_gen =    461, tg =  14.99 t/s, tg_3s =  11.56 t/s
0.38.424.687 I slot print_timing: id  0 | task 0 | n_gen =    494, tg =  14.59 t/s, tg_3s =  10.63 t/s
0.41.529.928 I slot print_timing: id  0 | task 0 | n_gen =    528, tg =  14.28 t/s, tg_3s =  10.95 t/s
0.44.642.060 I slot print_timing: id  0 | task 0 | n_gen =    585, tg =  14.60 t/s, tg_3s =  18.32 t/s
