0.00.020.136 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.020.349 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.020.416 I srv          init: The UI is disabled
0.00.020.417 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.020.472 W srv  llama_server: -----------------
0.00.020.473 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.020.473 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.020.473 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.020.473 W srv  llama_server: -----------------
0.00.021.717 I srv    load_model: loading model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.531.956 I cmn          init: llama threadpool init, n_threads = 16
0.03.727.364 I common_speculative_init_result: creating MTP draft context against the target model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.746.160 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.03.894.452 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.03.924.818 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.03.924.858 I srv  llama_server: model loaded
0.03.924.863 I srv  llama_server: listening on http://127.0.0.1:8997
0.04.067.169 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.04.067.225 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.11.136.400 I slot print_timing: id  0 | task 0 | n_gen =    101, tg =  15.36 t/s, tg_3s =  15.51 t/s
0.14.157.624 I slot print_timing: id  0 | task 0 | n_gen =    145, tg =  15.11 t/s, tg_3s =  14.56 t/s
0.17.182.938 I slot print_timing: id  0 | task 0 | n_gen =    188, tg =  14.89 t/s, tg_3s =  14.21 t/s
0.20.208.285 I slot print_timing: id  0 | task 0 | n_gen =    227, tg =  14.50 t/s, tg_3s =  12.89 t/s
0.23.234.390 I slot print_timing: id  0 | task 0 | n_gen =    268, tg =  14.35 t/s, tg_3s =  13.55 t/s
0.26.260.682 I slot print_timing: id  0 | task 0 | n_gen =    318, tg =  14.65 t/s, tg_3s =  16.52 t/s
0.29.286.738 I slot print_timing: id  0 | task 0 | n_gen =    368, tg =  14.88 t/s, tg_3s =  16.52 t/s
0.32.313.533 I slot print_timing: id  0 | task 0 | n_gen =    413, tg =  14.88 t/s, tg_3s =  14.87 t/s
0.35.343.659 I slot print_timing: id  0 | task 0 | n_gen =    460, tg =  14.94 t/s, tg_3s =  15.51 t/s
0.38.375.056 I slot print_timing: id  0 | task 0 | n_gen =    512, tg =  15.14 t/s, tg_3s =  17.15 t/s
0.41.404.894 I slot print_timing: id  0 | task 0 | n_gen =    562, tg =  15.25 t/s, tg_3s =  16.50 t/s
