0.00.020.079 W Setting 'enable_thinking' via --chat-template-kwargs is deprecated. Use --reasoning on / --reasoning off instead.
0.00.020.281 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.020.393 I srv          init: The UI is disabled
0.00.020.394 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.020.438 W srv  llama_server: -----------------
0.00.020.439 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.020.439 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.020.439 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.020.439 W srv  llama_server: -----------------
0.00.021.690 I srv    load_model: loading model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.466.605 I cmn          init: llama threadpool init, n_threads = 16
0.03.648.495 I common_speculative_init_result: creating MTP draft context against the target model '/llm/models/Qwen3.8/27B/Q8_0/Qwen3.8-27B-Q8_0.gguf'
0.03.669.518 W srv    load_model: cache_reuse is not supported by this context, it will be disabled
0.03.846.656 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.03.846.763 W llama_sampler_backend_support: device 'ROCm0' does not have support for op TOP_K needed for sampler 'top-k'
0.03.880.727 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.03.880.760 I srv  llama_server: model loaded
0.03.880.765 I srv  llama_server: listening on http://127.0.0.1:8997
0.04.049.758 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.04.049.844 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.11.181.692 I slot print_timing: id  0 | task 0 | n_gen =    102, tg =  15.44 t/s, tg_3s =  15.59 t/s
0.14.215.338 I slot print_timing: id  0 | task 0 | n_gen =    143, tg =  14.83 t/s, tg_3s =  13.52 t/s
0.17.271.710 I slot print_timing: id  0 | task 0 | n_gen =    186, tg =  14.64 t/s, tg_3s =  14.07 t/s
0.20.307.623 I slot print_timing: id  0 | task 0 | n_gen =    230, tg =  14.61 t/s, tg_3s =  14.49 t/s
0.23.344.266 I slot print_timing: id  0 | task 0 | n_gen =    270, tg =  14.38 t/s, tg_3s =  13.17 t/s
0.26.379.688 I slot print_timing: id  0 | task 0 | n_gen =    319, tg =  14.63 t/s, tg_3s =  16.14 t/s
0.29.415.579 I slot print_timing: id  0 | task 0 | n_gen =    363, tg =  14.61 t/s, tg_3s =  14.49 t/s
0.32.452.123 I slot print_timing: id  0 | task 0 | n_gen =    405, tg =  14.53 t/s, tg_3s =  13.83 t/s
0.35.515.340 I slot print_timing: id  0 | task 0 | n_gen =    445, tg =  14.38 t/s, tg_3s =  13.06 t/s
0.38.556.443 I slot print_timing: id  0 | task 0 | n_gen =    490, tg =  14.42 t/s, tg_3s =  14.80 t/s
0.41.597.222 I slot print_timing: id  0 | task 0 | n_gen =    541, tg =  14.61 t/s, tg_3s =  16.77 t/s
0.44.638.571 I slot print_timing: id  0 | task 0 | n_gen =    579, tg =  14.45 t/s, tg_3s =  12.49 t/s
